created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
2020-07-22 13:06:10,Uganda,4401,995,Uganda,Entebbe | Kigezi | Kisaasi,11,Eric_Of_1691,#Uganda,"RT @chapterfourug: In our second #HRCMediaSeries, we're thrilled to announce that @Nanjala1 will be in conversation with @Opiaiya tomorrow…",,,,,
2020-07-22 13:03:45,Uganda,1176,1382,Uganda,Berlin,3,CSDSO,#Uganda,RT @HumanDignityT: All power to @hrapf_uganda @jjuukoa &amp,,,,,
2020-07-22 13:03:10,Uganda,3436,2983,Uganda,"Mbale, Uganda",58,ejobi_eto,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 13:03:02,Uganda,77953,1105,Uganda,Uganda,0,ChimpReports,#Uganda,"Ministry of Health, Church of Uganda in Joint Fight against Malaria, #COVID19 #ChimpReportsNews #UgandaNews #Uganda #Featured @MinofHealthUG @DianaAtwine @ChurchofUganda @Archbishop_COU #StaySafeUG #Tonsemberera #SocialDistance #FaceMasks #WearAMask #News  https://t.co/8Gf97nNeBP https://t.co/J2UxksoFH4",,,,,
2020-07-22 12:59:52,Uganda,1036,783,Uganda,London,2,OzmaLionheart,#Uganda,RT @electricbrolly: 1 ZOOM SHOW When Georgia in #Norfolk meets friends in #Uganda wearing the same T-shirt &amp,,,,,
2020-07-22 12:59:43,Uganda,1430,597,Uganda,Uganda - Kampala,0,robert_kwesiga,#Uganda,@MinofHealthUG emphasises handwashing as one of the ways to fight the spread of the #coronavirus in #Uganda. Thanks to @UgandaRedCross for implementing these SOPs especially at Points of entry which are one of the high risk areas. @JaneRuth_Aceng @DianaAtwine @ifrc @IFRCAfrica https://t.co/aHcWu9eZPR,,,,,
2020-07-22 12:57:47,Uganda,1508,1051,Uganda,In the stream.,0,jamespropa,#Uganda,Young people oppressing fellow young people in #Uganda. OTT tax and now crazy regulations targeting musicians. It shouldn't be young people bringing forward such crazy regulations. Nooooo!,,,,,
2020-07-22 12:57:36,Uganda,23,26,Uganda,London UK - Uganda,0,Iamjasonlife,#Uganda,"Nothing is sexier than your partner who can face temptation and have the level of maturity to say, ""this isn’t worth losing what I have.""👌  My Ugandan Queen👑  Love to you Queens from #Uganda ❤✊🙏 https://t.co/K8fo1m4XLX",,,,,
2020-07-22 12:56:55,Uganda,1196,1514,Uganda,,2,Jkay_Junster1,#Uganda,"RT @Nuwaherezaflor1: Let's take things to #Uganda with  @McPallaso , L &amp; R Stardust Label https://t.co/tsSPsOdpo7  #NowPlaying King of The…",,,,,
2020-07-22 12:56:30,Uganda,1094,1279,Uganda,Uganda,0,ariongm,#Uganda,"""A child born today in #Uganda is expected to complete only 7 years of education by age 18, compared to a regional average of 8.1."" A report by the @WorldBank showing the need for investment in #education @TEACH4UG  @Rwakakamba @samagona @OgwangOgwang https://t.co/l0kXokZqc7",,,,,
2020-07-22 12:56:17,Uganda,1913,2175,Uganda,"Kampala, Uganda",58,boldandsobering,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:56:00,Uganda,175,10,Uganda,Somalia,0,BaidoaU,#Uganda,"Richard Karemire,spokesman for the #Uganda People's Defense Forces (UPDF),told the media that they have prepared a number of aircraft to support #AMISOM forces in Somalia.He said the importance of the  aircraft would be to supply supplies to all AMISOM forces deployed in #Somalia",,,,,
2020-07-22 12:55:40,Uganda,77953,1105,Uganda,Uganda,0,ChimpReports,#Uganda,"#Kampala: Police Arrests Woman Who Sedates, Robs Men #ChimpReportsNews #UgandaNews #Uganda #Featured #crime #current @metpoliceug @PoliceUg #StaySafeUG #Tonsemberera #COVID19 #SocialDistance #FaceMasks #WearAMask #WednesdayMotivation #News  https://t.co/gxOU6YBope https://t.co/jcupHu5YUL",,,,,
2020-07-22 12:53:45,Uganda,106050,3159,Uganda,"East Africa, Uganda",2,McPallaso,#Uganda,"RT @Nuwaherezaflor1: Let's take things to #Uganda with  @McPallaso , L &amp; R Stardust Label https://t.co/tsSPsOdpo7  #NowPlaying King of The…",,,,,
2020-07-22 12:53:41,Uganda,4342,173,Uganda,Kampala Uganda,0,PSF_Uganda,#Uganda,"The #YoungAfricaWorks launch in #Uganda is happening tomorrow Thursday, 23rd July from 2.30-4.30pm   Tune in @nbstv and Don’t miss to learn about available opportunities for young people in; Agriculture, Tourism &amp; Hospitality, Construction &amp; Housing  #YouthTukole https://t.co/yuaaSMAFxL",,,,,
2020-07-22 12:52:06,Uganda,99,269,Uganda,,3,AhmadiyyaKings1,#Uganda,RT @AhmadiyyaUg: Gen. Sec. #Uganda #Ahmadiyya Muslim Community Sh. Adam Hamid &amp,,,,,
2020-07-22 12:51:22,Uganda,16,190,Uganda,Kiboga District,0,PrimoSsenyondo,#Uganda,"Drinking water and adequate #Sanitation are fundamental to human health and well-being. Water related diseases are among the most common causes of illnesses and deaths, affecting mainly the poor in my country #Uganda. People die from preventable diseases. #StayHealthy",,,,,
2020-07-22 12:48:41,Uganda,3723,4793,Uganda,"Kampala, Uganda",2,dickson_namisi,#Uganda,RT @ChimpReports: @MinofHealthUG Flags Off Second #COVID19 Rapid Assessment Survey Team as Museveni Eases #Lockdown  #ChimpReportsNews #Uga…,,,,,
2020-07-22 12:48:22,Uganda,8048,475,Uganda,"London, India, Uganda",2,STIReducation,#Uganda,RT @Camb_Ed: We're keeping children in #Uganda learning during #COVID19 by broadcasting literacy and numeracy radio lessons. Find out more…,,,,,
2020-07-22 12:48:21,Uganda,7391,2635,Uganda,,0,JDevermont,#Uganda,"On this day in history, U.S. analysts discussed efforts by #Tanzania, #Uganda, and #Zambia to press the UK not to resume arms sales to South Africa. Nyerere, the analysts shared, threatened to leave Commonwealth if the British lift the arms embargo. https://t.co/0rmBwcfKy0",,,,,
2020-07-22 12:47:50,Uganda,2470,532,Uganda,,2,Camb_Ed,#Uganda,We're keeping children in #Uganda learning during #COVID19 by broadcasting literacy and numeracy radio lessons. Find out more about the #SESIL programme https://t.co/CrgBvCHZX9 #UKaid https://t.co/gUgjKVB6iE,,,,,
2020-07-22 12:47:44,Uganda,155,247,Uganda,,23,JpNyange,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-22 12:47:25,Uganda,629,1972,Uganda,,1,godfreybatte,#Uganda,"RT @ChimpReports: #Covid19 Cases Now at 1,075 As 3 New Infections Are Confirmed #ChimpReportsNews #UgandaNews #Uganda #Featured @MinofHealt…",,,,,
2020-07-22 12:47:10,Uganda,77953,1105,Uganda,Uganda,1,ChimpReports,#Uganda,"#Covid19 Cases Now at 1,075 As 3 New Infections Are Confirmed #ChimpReportsNews #UgandaNews #Uganda #Featured @MinofHealthUG  @JaneRuth_Aceng @DianaAtwine  #StaySafeUG #Tonsemberera #SocialDistancing #FaceMasks #WearAMask #WednesdayMotivation #News  https://t.co/Eu10drwJ3D https://t.co/75t7x5pWO0",,,,,
2020-07-22 12:45:53,Uganda,432,129,Uganda,"Kampala, Uganda",4,whispereye_news,#Uganda,RT @whispereye_news: Shocking Report: @HEBobiwine  planted close to 7 Million voters under @NRMOnline party register  #News #Uganda #Africa…,,,,,
2020-07-22 12:45:42,Uganda,477,289,Uganda,,2,Nuwaherezaflor1,#Uganda,"Let's take things to #Uganda with  @McPallaso , L &amp; R Stardust Label https://t.co/tsSPsOdpo7  #NowPlaying King of The East 👈",,,,,
2020-07-22 12:44:12,Uganda,1342,3514,Uganda,,3,mwanjejamil,#Uganda,RT @AhmadiyyaUg: Gen. Sec. #Uganda #Ahmadiyya Muslim Community Sh. Adam Hamid &amp,,,,,
2020-07-22 12:44:11,Uganda,1662,4993,Uganda,"Kampala, Uganda",58,norbertsikes,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:43:53,Uganda,1101,282,Uganda,"Mukono, Uganda",3,JalsaUganda,#Uganda,RT @AhmadiyyaUg: Gen. Sec. #Uganda #Ahmadiyya Muslim Community Sh. Adam Hamid &amp,,,,,
2020-07-22 12:43:27,Uganda,1253,2727,Uganda,cape town,18,bhanaC,#Uganda,"RT @Felix_Tih: Uganda is one of the most physically active nations in the world, acording to the WHO  For many Ugandans, staying active is…",,,,,
2020-07-22 12:43:21,Uganda,1054,87,Uganda,"Edinburgh, Scotland",2,GeorgeNugybaby,#Uganda,"RT @JEASjournal: Next, @GeorgeNugybaby &amp; @IsabS25 examine 'one-stop border posts' on the #Kenya/#Uganda and Uganda/#Rwanda frontiers to unp…",,,,,
2020-07-22 12:42:24,Uganda,269,640,Uganda,,3,AhmadiyyaUg,#Uganda,Gen. Sec. #Uganda #Ahmadiyya Muslim Community Sh. Adam Hamid &amp,,,,,
2020-07-22 12:41:40,Uganda,57,94,Uganda,,1,linkup_us,#Uganda,RT @KoimaSam: I'm flying to Uganda now.🇺🇬⚡⚡...you recover in advance 😂😂😂 #COVID19 #UhuruKenyatta #azziad #uganda https://t.co/sz62QuFU1O,,,,,
2020-07-22 12:41:21,Uganda,77953,1105,Uganda,Uganda,2,ChimpReports,#Uganda,RT @ChimpReports: @MinofHealthUG Flags Off Second #COVID19 Rapid Assessment Survey Team as Museveni Eases #Lockdown  #ChimpReportsNews #Uga…,,,,,
2020-07-22 12:41:02,Uganda,9055,9949,Uganda,"New York, NY",6,SamGregory,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
2020-07-22 12:40:54,Uganda,77953,1105,Uganda,Uganda,2,ChimpReports,#Uganda,@MinofHealthUG Flags Off Second #COVID19 Rapid Assessment Survey Team as Museveni Eases #Lockdown  #ChimpReportsNews #UgandaNews #Uganda #Featured @JaneRuth_Aceng @DianaAtwine @KagutaMuseveni #StaySafeUG #Tonsemberera #COVID19 #SocialDistancing #News  https://t.co/gOy7NctDfi https://t.co/0MX4Hm0iQF,,,,,
2020-07-22 12:40:38,Uganda,3108,4614,Uganda,"Nairobi, Kenya",1,KoimaSam,#Uganda,I'm flying to Uganda now.🇺🇬⚡⚡...you recover in advance 😂😂😂 #COVID19 #UhuruKenyatta #azziad #uganda https://t.co/sz62QuFU1O,,,,,
2020-07-22 12:40:23,Uganda,400,878,Uganda,Australia ,6,Julie28086389,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:40:10,Uganda,3112,3187,Uganda,portmore,0,tellaflexx,#Uganda,"@IamApass Let's take things to #Uganda with  @McPallaso , L &amp; R Stardust Label https://t.co/yc5fiQcBK0  #NowPlaying King of The East 👈RT",,,,,
2020-07-22 12:40:06,Uganda,41263,1033,Uganda,,6,Info_Activism,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
2020-07-22 12:39:57,Uganda,91,141,Uganda,"Shop 18 Krsna Mart, Kisementi ",0,FixLabUg,#Uganda,How can we be of help today.... #uganda #trending #iphonerepair #NBSUpdates #FixLabUg https://t.co/KVsX6yZnAH,,,,,
2020-07-22 12:38:59,Uganda,821,374,Uganda,"Kampala, Uganda",0,UNHumanRightsUG,#Uganda,"@UNHumanRightsUg Country Representative, Robert @Kotchani, today concluded a visit to Hon. Prof. Ephraim Kamuntu, #MoJCA, to discuss issues around #justice and #humanrights in #Uganda #SDG16 https://t.co/JrGP22MeR7",,,,,
2020-07-22 12:38:54,Uganda,60,140,Uganda,,58,codjoero,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:38:01,Uganda,776,785,Uganda,"Kampala, Uganda",3,latifah_nakato,#Uganda,RT @MastercardFdn: We're celebrating the launch of # YoungAfricaWorks in #Uganda on Thursday! Details below -- and follow @YoungAfricaWks f…,,,,,
2020-07-22 12:37:09,Uganda,2047,1118,Uganda,,11,HMwebesa,#Uganda,"RT @chapterfourug: In our second #HRCMediaSeries, we're thrilled to announce that @Nanjala1 will be in conversation with @Opiaiya tomorrow…",,,,,
2020-07-22 12:34:17,Uganda,3330,1881,Uganda,"Kampala, Uganda",58,SsendijjaG,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:32:53,Uganda,2791,4999,Uganda,"Kampala, Uganda",0,WakoJoel,#Uganda,@Rwakakamba Majority of #Uganda-ns will elect them back hopelessly.,,,,,
2020-07-22 12:32:48,Uganda,1144,1439,Uganda,"Kisoro, Uganda",58,mfiteibyiza,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:32:32,Uganda,77953,1105,Uganda,Uganda,0,ChimpReports,#Uganda,President Museveni Sanitizes Dr Aceng  #ChimpReportsNews #UgandaNews #Uganda #Featured #M7Address @JaneRuth_Aceng @KagutaMuseveni #StaySafeUG #Tonsemberera #COVID19 #SocialDistance #FaceMasks #WearAMask #WednesdayMotivation #News  https://t.co/z6TohhQ7JN https://t.co/vwyDtOvNQN,,,,,
2020-07-22 12:30:51,Uganda,192,400,Uganda,"Kampala, Uganda ",14,bobi_evanz,#Uganda,RT @ONLYINUG256: Good Morning from the Pearl of Africa - #Uganda located in East Africa and about the size of Great Britain. it's landscape…,,,,,
2020-07-22 12:28:38,Uganda,599,672,Uganda,Mzansi,18,Sma_Nhlapo,#Uganda,"RT @Felix_Tih: Uganda is one of the most physically active nations in the world, acording to the WHO  For many Ugandans, staying active is…",,,,,
2020-07-22 12:27:10,Uganda,1385,101,Uganda,"北京, 中华人民共和国",0,PeoplesDailyapp,#Uganda,#Uganda's ministry of health on Wednesday dispatched a team of medical experts to carry out a targeted rapid assessment exercise to determine the extent of community transmission of #COVID19. https://t.co/mpHCLWOkpS,,,,,
2020-07-22 12:27:02,Uganda,8033,1191,Uganda,,1,UNCDFdigital,#Uganda,"RT @UNCDF: News Clipping: ""@WFP’s revised #FinancialLiteracy Training Toolkit to improve resilience, self-reliance of refugees in #Uganda""…",,,,,
2020-07-22 12:25:55,Uganda,359,954,Uganda,"Québec, Canada",6,clumsydmitri,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:23:40,Uganda,25140,6544,Uganda,"Hunter Mill, VA",1,CharlesMcCool,#Uganda,"RT @SafarisofAfrica: #Top4Round, circles and Domes at the Equator in Uganda. @Giselleinmotion @CharlesMcCool @Touchse @wayamayatravel #Ugan…",,,,,
2020-07-22 12:23:13,Uganda,2797,1151,Uganda,"Bruxelles, Belgique",4,jeanvanwetter,#Uganda,"RT @Enabel_Belgium: #SuccessStory Read the story of Emmanuel,an experienced welder from #Uganda 🇺🇬 who became an entrepreneur after followi…",,,,,
2020-07-22 12:23:03,Uganda,2277,4597,Uganda,,1,Biafrason123,#Uganda,RT @PunchlineAfric: #DiasporaDispatches   Miriam Ogutu: Ugandan activist Bobi Wine has launched a new political party ahead of a presidenti…,,,,,
2020-07-22 12:22:03,Uganda,14702,934,Uganda,"New York, NY",1,UNCDF,#Uganda,"News Clipping: ""@WFP’s revised #FinancialLiteracy Training Toolkit to improve resilience, self-reliance of refugees in #Uganda"" https://t.co/G2dpATmECF",,,,,
2020-07-22 12:21:29,Uganda,69,468,Uganda,"Kampala,Uganda",58,SulleyBahati,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:21:16,Uganda,0,13,Uganda,,12,RebeccaMiln9,#Uganda,RT @rex_blx: Here is another one piece.  Plz retweet. Sapot a bother Thanks🙏 Dm +256751089511 #Rexanz_artz #graphite #charcola #a3 #drawing…,,,,,
2020-07-22 12:20:38,Uganda,194,394,Uganda,,4,barefoot_nqo,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
2020-07-22 12:20:12,Uganda,2361,1141,Uganda,"Johannesburg, South Africa",4,MKalinda,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
2020-07-22 12:19:21,Uganda,7559,2418,Uganda,"Nairobi, Kenya",1,PunchlineAfric,#Uganda,#DiasporaDispatches   Miriam Ogutu: Ugandan activist Bobi Wine has launched a new political party ahead of a presidential election in which he hopes to be the face of a united opposition against the country’s long-time leader President Yoweri #Museveni. #Uganda https://t.co/dTx11TKWzX,,,,,
2020-07-22 12:19:15,Uganda,164,174,Uganda,"Kampala, Uganda",2,aghpf,#Uganda,RT @usmissionuganda: Read how @USAID helped make a quality improvement program to stop #HIV in #Uganda. https://t.co/5X7f261BqB https://t.c…,,,,,
2020-07-22 12:18:56,Uganda,11820,5569,Uganda,nearby ,58,BwahaDenise,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:17:17,Uganda,725,1571,Uganda,,6,wentword,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
2020-07-22 12:17:00,Uganda,1176,2368,Uganda,"Maryland, USA",6,lbrass3,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:15:50,Uganda,1049,725,Uganda,Mu DM Yo ,58,michealjamesM,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:15:04,Uganda,7559,2418,Uganda,"Nairobi, Kenya",0,PunchlineAfric,#Uganda,#PaTvUpdates   ON AIR: #DiasporaDispatches show with Miriam Ogutu.  Join us via: https://t.co/yXTyMyuRGP  https://t.co/wueClI14Mc  https://t.co/Kq5X66qRH1  #Africa #Nigeria #Egypt #libya #Ethiopia #SouthAfrica #Kenya #Uganda #Zimbabwe #Ghana https://t.co/fCIHyz9YLc,,,,,
2020-07-22 12:14:05,Uganda,170,240,Uganda,"Kampala, Uganda",58,HarrietNabudere,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 12:12:52,Uganda,167,95,Uganda,"Kampala, Uganda",0,BridgeFilms,#Uganda,We are always working hard to offer our clients the best ways to communicate their vision &amp,,,,,
2020-07-22 12:12:25,Uganda,33,69,Uganda,Burundi,1,Ndayi_khalfani,#Uganda,RT @BaseiWeb: .Our clients are always happy for our services offered 24/7. Choosing us is choosing wisely. Contact us on +257 22 241211 or…,,,,,
2020-07-22 12:12:04,Uganda,53,94,Uganda,Burundi,1,BaseiWeb,#Uganda,.Our clients are always happy for our services offered 24/7. Choosing us is choosing wisely. Contact us on +257 22 241211 or on our email: info@baseint.net #Burundi #Rwanda #Uganda #Tanzania #Kenya https://t.co/tZ0fV2jMwW,,,,,
2020-07-22 12:11:49,Uganda,351,369,Uganda,,3,Anita23644085,#Uganda,"RT @invest2impact: #BusinessProfile @Capitalsolns is a social enterprise incorporated in #Uganda in 2008 to inspire, transform, and build t…",,,,,
2020-07-22 12:11:33,Uganda,36,387,Uganda,Masaka Uganda,0,robertcarlosjr1,#Uganda,@ChelseaFC @Hublot #Uganda East Africa https://t.co/2PILL4uYrB,,,,,
2020-07-22 12:10:14,Uganda,16708,1047,Uganda,,2,TheQuill,#Uganda,RT @electricbrolly: 1 ZOOM SHOW When Georgia in #Norfolk meets friends in #Uganda wearing the same T-shirt &amp,,,,,
2020-07-22 12:07:04,Uganda,521,1170,Uganda,"Kampala, Uganda",7,DjTrixSoulJah,#Uganda,RT @Cathymatete: Blessings UGANDA!! 🇺🇬 THANK YOU @blazey_blaze FOR PREMIERING SHINE YOUR LIGHT on @nxtradioug  Produced by @sajayproduction…,,,,,
2020-07-22 12:05:28,Uganda,142,459,Uganda,Kampala,0,4afritam,#Uganda,"We are renowned for our ethical approach, attention to detail and providing the client with good and professional services. #Afritam #Consultancy #Corporatetraining #Survey  #Hub #Research #Experts #Datamanagement #Uganda https://t.co/SpoepSVIYn",,,,,
2020-07-22 12:05:04,Uganda,620,753,Uganda,,7,Rwotlonyo1,#Uganda,RT @ECLTFoundation: Measuring impact of investment on the lives of beneficiaries.  Check out the results from our Social Return on Investme…,,,,,
2020-07-22 12:04:02,Uganda,86,548,Uganda,,23,JonesRehema,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-22 12:03:29,Uganda,19162,4488,Uganda,Africa,4,mashanubian,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
2020-07-22 12:03:27,Uganda,1024,1681,Uganda,Kyali-Drive ,1,ThatBoyMakobi,#Uganda,RT @BwahaDenise: @maheder_tadese encourages photographers to build their networks and partner with institutions that are in line with their…,,,,,
2020-07-22 12:03:23,Uganda,1318,987,Uganda,he/she,6,farragelloo,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:02:45,Uganda,43,133,Uganda,,23,UmmSalma12,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-22 12:02:35,Uganda,136,679,Uganda,,6,FeartheFae,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:02:35,Uganda,2822,4977,Uganda,Richmond Upon Thames UK,0,jckato,#Uganda,@AsantejnrRuhima @KagutaMuseveni Countries with the highest #COVID-19 cases/fatalities eg. UK are already open for business while those like #Uganda with almost zero cases/fatalities still have their borders closed! Where’s the logic in this?,,,,,
2020-07-22 12:01:45,Uganda,348559,3655,Uganda,Cairo/NYC,6,monaeltahawy,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:00:59,Uganda,321,391,Uganda,Uganda,0,TrophyDeveloper,#Uganda,A website is the first biggest step for your business /or Organization to win more of it's goals and the next step is to get customers from your website. To get a website visit : https://t.co/dPj0tKkBGX  #websitedesigncompany #TrophyDevelopers #success  #Uganda #growthhacking https://t.co/60vpc7pJjw,,,,,
2020-07-22 12:00:43,Uganda,425,2036,Uganda,"Kampala, Uganda 🇺🇬",4,AishaNalumansi1,#Uganda,"RT @MastercardFdn: Join us on Thursday, as we launch #YoungAfricaWorks in #Uganda! Details below -- and follow @youngafricawks for updates.",,,,,
2020-07-22 12:00:41,Uganda,539,596,Uganda,Uganda,0,nuelbusinge,#Uganda,Motion in the rain  #Kampala #Uganda #UgandansWorking #candidshot https://t.co/FK2W14yt4i,,,,,
2020-07-22 12:00:40,Uganda,3487,1963,Uganda,DC/Cape Town,6,danwibg,#Uganda,'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
2020-07-22 12:00:19,Uganda,1817,3099,Uganda,,6,chenaichair,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
2020-07-22 12:00:02,Uganda,425,2036,Uganda,"Kampala, Uganda 🇺🇬",12,AishaNalumansi1,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-22 12:00:01,Uganda,262,578,Uganda,"Masindi, Uganda",0,MasindiHotel,#Uganda,"Known for its popularity as a traditional leisure stop-over for Uganda’s royalty, the Royal Mile is a superb birding spot with many west and central African species, as well as a variety of sought-after key species.   #MasindiHotel #Masindi #VisitUgandaTomorrow #Uganda https://t.co/NrrtIhwwbN",,,,,
2020-07-22 11:58:52,Uganda,198,568,Uganda,Kampala,14,Neil_Yga,#Uganda,RT @ONLYINUG256: Good Morning from the Pearl of Africa - #Uganda located in East Africa and about the size of Great Britain. it's landscape…,,,,,
2020-07-22 11:58:46,Uganda,155,441,Uganda,,3,Capitalsolns,#Uganda,"RT @invest2impact: #BusinessProfile @Capitalsolns is a social enterprise incorporated in #Uganda in 2008 to inspire, transform, and build t…",,,,,
2020-07-22 11:58:11,Uganda,11820,5569,Uganda,nearby ,1,BwahaDenise,#Uganda,@maheder_tadese encourages photographers to build their networks and partner with institutions that are in line with their photography so that their work can be put out there. @UPPAward   #Uganda #UPPA2020 #photography https://t.co/mMOLgaNJRu,,,,,
2020-07-22 11:56:36,Uganda,10813,452,Uganda,"Nairobi, Kenya",3,AWFCEO,#Uganda,RT @DrKirstinJ_UK: @AWF_Official’s #COVID19 response includes support to #Rangers in #Uganda  @bamulesewa_sudi @ugwildlife @Tourismuganda F…,,,,,
2020-07-22 11:56:08,Uganda,14111,10189,Uganda,"kampala,Uganda",58,asiimireritah,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
2020-07-22 11:53:06,Uganda,129,287,Uganda,,9,wa_hannington,#Uganda,"RT @BuffaloSoldierA: As aspiring candidates continue to submit their forms at the #PeoplePower Movt Secretariat in Kamwokya, @PoliceUg cont…",,,,,
2020-07-22 11:51:44,Uganda,125,124,Uganda,Uganda ,0,AfricanEstate,#Uganda,Title. Its valuation report is readily available!! Email,,,,,
2020-07-22 11:51:18,Uganda,1764,3074,Uganda,Rwanda,0,DanielSabiiti,#Uganda,@SourceJinja My birth place will always be the most peaceful place to live in #Uganda,,,,,
2020-07-22 11:51:00,Uganda,56527,2364,Uganda,,0,DirectorsTalk,#Uganda,What is the function of graphite in the brake pads? - https://t.co/t0UNmhiSpl - #BRES @BlencoweRes #mining #graphite #flake #jumboflake #Uganda #brakepads,,,,,
2020-07-22 11:50:15,Uganda,220,762,Uganda,"London, England",3,MichalkoJan,#Uganda,RT @MastercardFdn: We're celebrating the launch of # YoungAfricaWorks in #Uganda on Thursday! Details below -- and follow @YoungAfricaWks f…,,,,,
2020-07-22 11:50:01,Uganda,1465,15,Uganda,"Kampala, Uganda",4,LugamboBlog,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
2020-07-22 11:49:59,Uganda,1115,777,Uganda,Hertfordshire,2,electricbrolly,#Uganda,1 ZOOM SHOW When Georgia in #Norfolk meets friends in #Uganda wearing the same T-shirt &amp,,,,,
